9,430510,丰光精密,9.53,0.01,0.09,844,798300.0,0.01,9.53,9.40,9.45,9.44,0.50,0.0,34.16,3.19,1676997976.0922396
10,871642,通易航天,8.30,0.01,0.07,925,765600.0,0.03,8.38,8.10,8.21,8.23,0.64,0.0,32.28,3.40,1676997976.0922396
11,835184,国源科技,4.92,0.01,0.04,2923,1431400.0,0.03,4.95,4.82,4.86,4.88,1.16,0.0,-12.49,1.05,1676997976.0922396
12,836149,旭杰科技,4.10,0.01,0.03,673,274200.0,0.02,4.12,4.05,4.07,4.07,1.19,0.0,-26.23,1.62,1676997976.0922396
13,832885,星辰科技,12.36,0.01,0.09,370,453000.0,0.02,12.37,12.09,12.11,12.27,0.97,0.0,34.70,2.89,1676997976.0922396
14,835179,凯德石英,21.29,0.01,0.14,4682,10108600.0,0.05,21.98,20.95,21.15,21.15,2.06,0.01,29.20,2.44,1676997976.0922396
15,834021,流金岁月,3.15,0.01,0.02,6221,1956700.0,0.02,3.17,3.12,3.12,3.13,0.70,0.0,23.69,1.49,1676997976.0922396
16,832145,恒合股份,5.14,0.01,0.03,328,167900.0,0.02,5.19,5.07,5.12,5.11,0.39,0.0,94.63,1.29,1676997976.0922396
17,833523,德瑞锂电,13.90,0.01,0.08,2424,3376800.0,0.03,14.11,13.67,13.67,13.82,0.37,0.01,24.68,2.81,1676997976.0922396
18,836720,吉冈精密,12.58,0.01,0.07,1673,2108200.0,0.03,12.79,12.36,12.37,12.51,1.76,0.01,19.49,2.68,1676997976.0922396
19,834599,同力股份,7.34,0.01,0.04,5815,4267400.0,0.02,7.38,7.27,7.28,7.30,0.71,0.0,7.08,1.65,1676997976.0922396
